2919	1
12389	1
14296	1
14619	1
1598	2
3687	2
5470	2
6660	2
18926	2
9548	3
10613	3
3998	4
3268	5
4511	5
5653	5
8187	5
9146	5
12622	5
12898	5
13153	5
13512	5
14954	5
19180	5
19437	5
5871	6
10568	6
13145	6
16576	6
1589	7
2387	7
7076	7
8000	7
9996	7
11011	7
11528	7
12210	7
13027	7
13789	7
13885	7
14143	7
14597	7
15757	7
18190	7
18257	7
18676	7
19285	7
2571	8
11330	8
15489	8
17462	8
188	9
2409	9
3140	9
9084	9
10858	9
13619	9
15446	9
15975	9
17522	9
18110	9
165	10
5218	10
19322	10
3879	11
15582	11
2681	12
5612	12
6383	12
8881	12
10069	12
11488	12
11729	12
14309	12
19257	12
15760	13
6571	14
188	15
8894	15
15975	15
17592	15
18747	16
1341	17
1454	17
6808	17
7563	17
6363	18
8809	18
10070	18
15957	18
18571	18
1898	19
2281	19
2827	19
4797	19
5178	19
5560	19
6304	19
10018	19
10494	19
11488	19
11685	19
12694	19
13234	19
14119	19
18586	19
18660	19
18961	19
19222	19
1844	20
9941	21
17023	21
5108	22
7044	22
13326	22
13978	22
13875	23
5987	24
10774	24
514	25
516	25
1640	25
1701	25
1739	25
1754	25
1909	25
1981	25
2042	25
2046	25
2370	25
2610	25
3896	25
4024	25
4058	25
4222	25
4991	25
5472	25
5491	25
5880	25
5940	25
6222	25
6529	25
6590	25
6728	25
6765	25
7445	25
7763	25
8325	25
8406	25
8697	25
9144	25
9227	25
12307	25
13039	25
13107	25
13944	25
14178	25
14480	25
15134	25
15417	25
15501	25
15841	25
16147	25
16293	25
16373	25
16441	25
17371	25
17518	25
18155	25
18304	25
18706	25
19074	25
19410	25
19667	25
17990	26
3516	27
3998	27
15433	27
19587	27
14273	28
4616	29
4142	30
14303	31
16509	31
14014	32
4748	33
14425	33
13326	34
315	35
588	35
1111	35
2977	35
6953	35
8287	35
10932	35
12545	35
14835	35
16061	35
16345	36
7830	37
1793	38
19240	38
362	39
17187	39
2867	40
3762	40
6640	40
7217	40
1171	41
16977	42
12859	43
2693	44
8929	44
9628	44
11937	44
15785	44
17040	44
7287	45
15719	45
17980	45
19640	46
119	47
2225	48
366	49
604	49
3701	49
3923	50
6233	50
17439	50
18074	50
3952	51
14488	52
11283	53
17908	54
14888	55
8456	56
17592	56
14139	57
18542	57
11162	58
5716	59
10461	59
14765	59
4354	60
518	61
2274	61
3626	61
7321	61
7663	61
8982	61
9196	61
9972	61
11170	61
11321	61
12026	61
12520	61
12667	61
15033	61
15045	61
15100	61
16090	61
16199	61
4971	62
3775	63
9653	63
9869	63
11195	63
12900	63
14630	63
15706	63
17572	63
12084	64
7268	65
15681	66
317	67
6194	67
7309	67
131	68
4735	68
6282	68
6510	68
7672	68
8181	68
10571	68
10711	68
10927	68
11570	68
12148	68
12455	68
12702	68
13174	68
14218	68
16396	68
16518	68
16561	68
16729	68
16993	68
17834	68
18115	68
19587	68
6501	69
7351	69
19523	69
2105	70
2334	70
8086	70
11943	70
19240	70
344	71
978	71
3416	71
3635	71
3738	71
4105	71
5828	71
7513	71
11766	71
12560	71
12708	71
15440	71
16105	71
16744	71
3498	72
5230	72
14933	72
2647	73
5406	73
12378	73
16567	73
8320	74
2566	75
7602	76
8849	76
7686	77
16334	77
19098	77
19183	77
392	78
1875	78
2289	78
3064	78
3879	78
4480	78
4723	78
7127	78
9065	78
9275	78
10590	78
10604	78
12234	78
14334	78
14357	78
15916	78
16685	78
19445	78
19511	78
6345	79
15564	79
2334	80
9131	80
11333	80
11943	80
13382	80
14371	80
10470	81
10721	81
11665	81
15122	81
16940	81
17755	81
19564	81
3438	82
8593	82
9606	82
4486	83
16809	83
17301	83
18718	83
587	84
3113	85
7751	85
15648	85
6234	86
9083	86
3846	87
5468	87
10854	87
4934	88
18479	89
5682	90
11193	90
11289	90
12306	90
14777	90
18717	90
17612	91
2292	92
6242	92
16409	92
14619	93
16148	93
4610	94
6618	94
11769	94
19430	94
19609	94
4072	95
6007	95
6442	95
17940	95
14435	96
14746	96
19050	96
4129	97
7501	97
12216	97
13972	97
17465	98
8466	99
18599	99
785	100
1340	100
7482	100
19613	100
13560	101
10817	102
941	103
1254	103
1266	103
1458	103
3228	103
3305	103
3369	103
4232	103
4455	103
4625	103
5039	103
5684	103
6741	103
8371	103
9412	103
10166	103
10856	103
11261	103
12431	103
12882	103
14401	103
14838	103
15815	103
16567	103
17396	103
18184	103
18400	103
18417	103
18554	103
19637	103
366	104
604	104
2826	104
3701	104
5423	104
14325	104
16526	104
19347	104
5155	105
9011	105
7467	106
786	107
1528	108
9671	108
13588	109
15262	109
17945	109
3144	110
14091	110
15951	110
16777	110
2177	111
12149	112
18819	112
11758	113
8140	114
2540	115
4562	116
435	117
2680	117
15629	117
16017	117
6437	118
47	119
7873	119
13370	119
15625	119
17979	119
19005	119
6085	120
19427	121
3650	122
16063	123
2113	124
3933	124
17276	124
19444	124
13175	125
1932	126
3026	126
3777	126
10581	126
11667	126
11732	126
1143	127
19041	127
3396	128
721	129
5238	129
7127	129
7999	129
8053	129
8060	129
8366	129
8762	129
10712	129
13929	129
17806	129
12204	130
68	131
3516	131
4635	131
4913	131
6510	131
7672	131
15433	131
19587	131
4038	132
19015	133
366	134
1264	134
2611	134
3701	134
5096	134
5614	134
6550	134
7375	134
13678	134
14325	134
16488	134
16984	134
17804	134
18268	134
19631	134
12799	135
1970	136
569	137
11728	137
1156	138
2941	138
2983	138
3657	138
6169	138
8195	138
10070	138
13978	138
16089	138
17426	138
15888	139
6401	140
7302	140
9242	140
18526	140
12414	141
9480	142
10589	143
10733	143
19251	143
8056	144
13998	145
4510	146
943	147
3668	147
6168	147
7076	147
7709	147
8802	147
10348	147
11230	147
11457	147
11652	147
14477	147
15305	147
15736	147
17488	147
17569	147
18036	147
19149	147
